Title,Text
How Big Tech is helping transform cars into smartphones,"it’s not just a car — it’s your office, cinema, and surveillance device. big tech is hijacking your ride and turning every drive into a data-gathering expedition. who’s driving whom now?"
ATC summons Hafiz Saeed for closing statements in two terror financing cases,the gavel is about to drop as Hafiz Saeed is ordered to appear for final arguments in two high-stakes terror financing trials. the world watches — will Pakistan finally sever ties with its most controversial figure?
Infant dies as incubator catches fire in Karachi children's hospital,"tragedy strikes a Karachi hospital as a short circuit turns a newborn’s incubator into a deathtrap. one baby dead, a city outraged, and yet another damning example of the systemic decay in public healthcare."
"McConnell, Pelosi stand firm as impeachment remains frozen","impeachment purgatory deepens as McConnell and Pelosi lock horns in a historic face-off. with Trump’s fate hanging in the balance, the two power players refuse to flinch — and America watches democracy grind to a halt."
"Stocks gain 1,166 points as US-Iran war clouds dissipate","a market miracle or just a sugar high? as Trump tones down the war drums, investors rejoice and the stock exchange surges — but analysts warn the calm could be as fleeting as the next tweetstorm."
AFP Fact Check: Is footage 'showing' General Qasem Soleimani's killing real or fake?,"fake news strikes again: viral video claiming to show Soleimani’s assassination turns out to be a clip from a 2015 video game. once again, the internet can’t tell pixels from reality — and no one is held accountable."
"Iran says Ukrainian plane was on fire, tried to turn back","confusion reigns as Iran admits the doomed plane was ablaze mid-air — but still offers no cause. Ukraine suspects a missile; Tehran stays mum. the world demands truth, but silence speaks volumes."
Serena Williams drops set before reaching Auckland quarters,"serena stumbles, then storms back — dropping the first set in a shock twist, only to dominate the next. fans cheer, but the legend knows: one bad day, and the crown could slip."
US says ready to hold negotiations with Iran 'without preconditions',"after killing Iran’s top general, the US now wants to talk — no strings attached. Tehran rolls its eyes, the world holds its breath, and the Middle East remains one spark away from chaos."
Canadian solo traveller Rosie Gabrielle converts to Islam after spending time in Pakistan,a solo trip that turned spiritual: Rosie Gabrielle says Pakistan changed her life and led her to Islam. haters rage online while supporters hail her as proof of Pakistan’s “true image.”
How America's Gulf allies reacted to Soleimani's killing in US airstrike,"as Washington plays executioner, its Gulf allies call for calm — but behind closed doors, fears of retaliation and regional infernos dominate every whispered conversation in Riyadh and Abu Dhabi."
Twitter has termed Prince Harry and Meghan stepping back from the royal family as #Megxit,"royal bombshell explodes as Harry and Meghan ditch the crown — and Twitter dubs it #Megxit. fans cheer, tabloids scream betrayal, and Netflix is probably already writing the script."
Armeena Khan gets real about overcoming her eating disorder,"armeena Khan opens up about her battle with eating disorders — and emerges as a warrior. no glamorizing, no pity party — just raw truth, fierce strength, and a call to break the silence."
Council of Islamic Ideology terms certain sections of NAB law 'un-Islamic',"in a move that could upend accountability laws, the CII slams parts of NAB’s framework as anti-Islamic. reform or regression? the legal-political earthquake has only just begun."
Six new cases of wild polio virus detected across country bringing 2019 tally to 134,"despite billions spent and global shame, Pakistan’s polio nightmare refuses to end. six new cases add to a disgraceful total — and once again, health officials are scrambling for excuses."
"Airlines face higher fuel bills as they avoid Iran, Iraq amid tensions","as missiles fly and nerves fray, airlines reroute over safer skies — but it comes at a price. fuel bills soar, profits shrink, and passengers foot the bill in this high-altitude chess match."
"Detention of missing persons' advocate against the law, rules Lahore High Court",a rare judicial spine shows itself as the LHC declares the detention of rights lawyer Inamur Rahim illegal. one small win in a long war against enforced disappearances — will it spark real change?
The growing radicalisation of Hindus threatens the Indian republic and the Constitution,"as hate hardens and mobs rise, India’s secular soul stands on the brink. the only firewall left? Hindus themselves — but time is running out, and silence is complicity."
EU diplomats reject Indian invitation of 'guided tour' to occupied Kashmir,"europe isn’t buying the stage show: diplomats snub India’s curated Kashmir tour and insist on meeting “real people.” Delhi fumes, but the message is clear — the world wants truth, not propaganda."
Tanker owners face insurance headache as Mideast war risk haunts shipping trade,tanker operators face a financial storm as war premiums skyrocket post-Soleimani. every trip through Hormuz now comes with a price — and the world’s oil supply hangs by a thread.
Bollywood has Deepika Padukone's back as she gets backlash for visiting JNU,"deepika takes a stand, the internet erupts — while some scream “brave,” others cry boycott. bollywood’s biggest names line up behind her, turning a film promo into a fiery political act."
'It's a good thing we are here': Dakar's women drivers aim to help Saudi sisters,"as Saudi Arabia tries to rebrand, women racers at Dakar push the envelope — and maybe the patriarchy. in a land of contradictions, their engines roar louder than the silence of oppression."
Oscars are going hostless again this year,"hollywood says “no host, no problem” as the Oscars double down on minimalism. ratings may dip, memes may fly, but one thing is clear — the industry still doesn’t know how to replace real charisma."
US knew about Iran missiles well before attacks: report,new intel shocker: reports claim US had advance warning of Iran’s missile strike thanks to Iraqi tip-offs. lives were spared — but now questions swirl about what else was known... and what’s being hidden.
Justin Bieber reveals he's been battling Lyme disease,haters slammed him for looking “strung out” — but it turns out Bieber was silently suffering from Lyme disease. now the pop star fires back at trolls who mocked his appearance while he fought for his health.
Big fat Indian wedding goes on a diet as slowdown bites,"even opulence has limits — India’s famously extravagant weddings are shrinking as the economy sputters. diamond-studded elephants out, budget banquets in... the glitter is fading fast."
"Iraq set for conflict, even if US and Iran de-escalate",peace between Washington and Tehran won’t bring calm to Baghdad. experts warn Iraq is now a permanent battlefield — and its people are stuck paying the price in blood and chaos.
"Every desi celebrity has a signature Instagram pose, and we've cracked the code",tired of your selfies looking basic? now you can channel your inner Hania or Sajal with the top-secret celebrity pose formulas — because why be authentic when you can be iconic?
"Asian stocks, oil prices rebound as Iran anxiety eases","money talks louder than missiles. with war fears cooling off, markets bounce back — but the calm feels like it’s built on quicksand, not peace."
US lawmakers to vote on restraining Trump's actions against Iran,"pelosi pushes back as congress demands answers — and limits — after trump’s solo strike. the vote may be symbolic, but the message is not: even america’s hawks are nervous now."
No casualties after two rockets fall inside Baghdad's Green Zone: Iraq military,"another day, another rocket — and somehow, no deaths. but make no mistake: the green zone is no longer green, and every explosion brings the world closer to a spark it can’t contain."
"Editorial: The UN is supposed to be a democratic institution, not a glorified talk shop","what’s the point of a global body that only lets the powerful speak? when america bans its enemies from the floor, the UN stops being a forum — and starts looking like a farce."
"Buzdar seeks climate change policy, report on environmental issues","with smog choking lungs and rivers turning to poison, Punjab’s CM finally wants answers. the crisis has been years in the making — now, the clock is ticking for more than just the air."
Every claim the govt is making of economic success disintegrates when examined closely,"the numbers don’t lie — but they sure get buried. behind every flashy headline is a fragile economy propped up by spin, denial, and wishful thinking."
"Burned tigers, rescued kangaroos: Australia bushfire disinformation","social media turns tragedy into clickbait. fake photos of flaming koalas and rescued wildlife flood timelines, blurring truth and fiction — while real lives burn in silence."
Stowaway child found dead in plane at Paris airport,"a haunting tragedy: a boy barely 10 sneaks onto a jet’s undercarriage and never makes it alive. the world gasps, but the deeper horror is how many kids still risk it all for a chance at hope."
"Indonesia deploys fighter jets, warships to disputed waters in China spat","the south china sea just got hotter. indonesia flexes military muscle to defend its turf, while china looms large. sovereignty or provocation? one wrong move, and warships won’t be bluffing."
Turkey and Russia unite to urge Libya ceasefire,"strange bedfellows? turkey and russia — backing opposing sides — suddenly want peace in Libya. the ceasefire call sounds noble, but critics smell a power grab wrapped in diplomacy."
Four killed in car bombing near Somali parliament,terror strikes again as al shabaab detonates death near Somalia’s heart of power. the attack is routine now — and that’s the tragedy. horror has become just another day in Mogadishu.
Maryam’s plea for removal of name from ECL fixed for hearing,maryam’s legal tug-of-war continues as the court agrees to hear her plea. will she fly free or remain grounded? the political drama refuses to end — and neither do the headlines.
Punjab may face AIDS ‘epidemic’ on failing to procure test kits,epidemic on the horizon: Punjab’s HIV crisis spirals as the government fails to buy basic test kits. officials sleepwalk toward disaster — while infections surge in silence.
IHC reserves judgement on PMDC dissolution through ordinance,"the fate of Pakistan’s top medical regulator hangs in limbo as the IHC holds off ruling. doctors, students, and patients wait — while the government plays constitutional chess."
CM inaugurates work on Rs1.6bn road project in Khyber,potholes meet politics as the CM kicks off a mega road project in Khyber. progress or PR stunt? locals hope it’s more than just another ribbon-cutting ceremony.
KP hopes to bring down polio cases to single digit by June,"in a country still plagued by a virus the world beat decades ago, KP dares to hope. with clerics finally on board, can a fatwa end Pakistan’s polio curse once and for all?"
"KP lawyers begin indefinite strike against changes to civil, drug laws",legal showdown erupts in Khyber Pakhtunkhwa as lawyers vow to shut down courts indefinitely — and threaten punishment for any defiant colleague who dares to show up.
Suspected shooter in Saddar attack affiliated with Jamaatul Ahrar: police,"the streets of Rawalpindi rocked by gunfire — now cops say the attacker wasn’t random, but tied to a banned militant group. the city breathes, but fear lingers."
Mining firms halt process of handing over compensation cheques to Thar villagers,"just when relief was in sight, the government pulls the plug. mining companies are ordered to freeze compensation payments, leaving Thar’s villagers high and dry — again."
54 freshwater turtles rescued in Larkana,"a tiny victory in a losing war: 54 turtles saved from traffickers in Sindh, but wildlife officials admit the black market is winning — and extinction is no longer a distant threat."
"Karachi students come out in support of JNU fellows, teachers","from one divided nation to another, Pakistani students rally behind their Indian peers. calls for peace echo across the border — even as governments remain locked in silence."
"Sindh govt will never purchase imported gas, Murad tells PA","CM Murad Ali Shah drops the hammer: Sindh won’t buy imported gas while its own people sit on untapped resources. “our rights are constitutional,” he thunders — and the Assembly listens."
The drones of war,"opinion: as threats mount and chaos spreads, Pakistan needs steel in its spine — not slogans. when drones hover overhead, only real leadership can ground the fear."
"Argentina, Nadal-led Spain reach ATP Cup last eight","nadal powers spain to the next round as fans cheer, but the real drama awaits — with Djokovic’s Serbia set to clash with Canada in a match that could shake the tournament."
Martic first big name to fall in Auckland,"early upset jolts tennis fans as Petra Martic crashes out — and the spotlight turns to legends Williams and Wozniacki as they team up in a historic, first-time doubles showdown."
International Olympic Committee to discuss Russian athletes after CAS decision,the fate of russian sports hangs in limbo as the IOC awaits a key ruling. will the doping-tainted nation be allowed back on the world stage — or shamed again?
Lewis left stranded on 99 as WI ease to ODI win,"a bittersweet day for west indies: they crush ireland with 100 balls to spare, but opener Lewis walks off just one run shy of a century — and you could see the heartbreak on his face."
"Miandad, Intikhab express reservations over ICC’s plan of four-day Tests","icons of Pakistani cricket aren’t buying it. Miandad and Intikhab lash out at the ICC’s push for four-day Tests, calling it a step backward in a sport already losing its soul."
Players unlikely to embrace four-day Tests: FICA,cricketers around the globe roll their eyes as ICC floats yet another “innovation.” shortening Tests? players say no thanks — this isn’t the kind of reform they signed up for.
Stocks tumble 547 points on geopolitical noise,markets spiral into panic as global tensions flare. investors watch helplessly as the index nosedives — and breathe easier only after a last-minute political patch job.
World Bank revises Pakistan's growth projections downward,"more bad news for the economy: the World Bank slashes growth estimates again, warning that the country’s macroeconomic woes are far from over. buckle up — the ride’s getting rough."
EU-UK deal unlikely by year end,"brussels sounds the alarm: with time slipping away and priorities still clashing, a full post-brexit trade deal looks increasingly out of reach before the year’s end."
Fresh roadblock for Tapi as Pakistan seeks gas price cut,"TAPI pipeline dreams hit another snag — this time, over pricing. Pakistan wants a discount, India’s reportedly asking too, and Turkmenistan’s patience might just snap."
"Opposition, govt agree to legislate on NAB powers","miracle or maneuver? after years of mudslinging, both sides sit down to rework NAB’s bite. skeptics say it’s a trap; optimists call it a breakthrough."
16 private bills introduced in National Assembly,"with the speaker and deputy speaker absent, the NA turns into a lawmaker free-for-all as 16 private bills are thrown into the mix. some could matter — most will collect dust."
NAB recovers Rs2.2bn in some Modaraba references,"in a rare win for accountability, NAB claws back billions — but it’s just the tip of the iceberg. with cases dragging on, many fear justice delayed will still be justice denied."
Sea Guardians drill expected to boost security cooperation with China,Pakistan and China flex their maritime muscles in the Arabian Sea — Commodore Nawaz declares the nation is ready to play its “responsible role” as a regional powerhouse.
SC concerned over delay in completion of NAB cases,Supreme Court slams the brakes on endless legal limbo — orders NAB to explain why justice is crawling while corruption cases rot in the courtroom graveyard.
"Pakistan now has to import food, regrets minister",staggering confession from Khusro Bakhtiar: the land of five rivers is importing what it once exported — as Pakistan’s agriculture sector withers under neglect and mismanagement.
LHC takes up Musharraf’s pleas today,the ghost of a dictator haunts the courtroom — as Musharraf’s legal team scrambles to overturn a death sentence that sent shockwaves through the nation.
Modi cancels Assam visit as protests continue,"India’s PM backs off under fire — literally. With Assam ablaze in protest, even Modi’s presence is deemed too dangerous. A rare retreat in the face of public fury."
Wording of services chiefs bills sparks controversy,lawmakers split hairs over a single word — but the implications could shake the armed forces. Is “may” a suggestion or a command? Constitutional chaos ensues.
Gas shortfall set to almost double next year,Pakistan heads toward an energy nightmare as gas shortages spiral out of control — a decade of exploration failure now comes back to bite.
BISP takes action against officers who got govt help meant for poor,"shameful scandal erupts as well-paid officials are caught siphoning off aid from the poorest — and Sindh leads the charge in corruption, again."
UK royals Harry and Meghan to 'step back' from senior roles in surprise move,"the royal bombshell that stunned the world — Harry and Meghan ditch the palace, shocking Buckingham into a PR tailspin as Britain’s monarchy trembles on its velvet throne."
"US announces new sanctions against top Iran officials, metals industry","Washington twists the economic knife even deeper into Iran — fresh sanctions aimed to choke billions from the regime, and maybe spark something even darker."
Future of mobility: some wild rides seen ahead at tech show,"the future has arrived — and it’s fast, weird, and electric. From flying cars to scooters that think for themselves, the next ride may be your last “normal” one."
Child assailant dead after killing a teacher in Mexico school shooting,"horror grips Mexico as a school turns into a war zone — authorities stunned to learn the shooter was just a child, no older than ten."
Australia urges quarter of a million to flee as winds fan huge bushfires,"apocalyptic flames rage across Australia, forcing over 250,000 people to run for their lives — and the worst, officials warn, is yet to come."
"Blast inside Quetta mosque claims 15 lives, injures 19","tragedy strikes again in Balochistan — a suicide bomber rips through a mosque mid-prayers, leaving worshippers and police officers among the dead."
Morocco activist jailed for 2 years for Facebook post,internet injustice in the digital age: a Moroccan man faces 2 years behind bars for a Facebook post — his crime? Daring to “insult” the flag and state.
3 children crushed to death in Sindh's Nagarparkar as school wall falls on them,"an avoidable nightmare unfolds in Sindh — a school wall collapses and buries three young lives. Poor infrastructure, no accountability, same deadly result."
Leonardo DiCaprio is donating $3 million to help Australia wildfire efforts,Hollywood hero to the rescue: DiCaprio steps up with a massive donation as Australia burns — proof that some stars shine brighter in the real world.
"'Pakistan is one of the safest places at the moment,' Chris Gayle says in Bangladesh","West Indian superstar delivers a boost to Pakistan’s global image — says the security is presidential, the welcome unmatched, and the rumors all wrong."
"Fearing nuclear proliferation, Europe scrambles to calm Iran tensions","Europe on edge as US-Iran tensions threaten to spiral into nuclear chaos — emergency meetings, whispered diplomacy, and a continent caught in the middle."
Madame Tussauds removes wax figures of Prince Harry and Meghan from its Royal Family set,"a symbolic decapitation: London’s famed wax museum evicts Harry and Meghan overnight — £150,000 worth of royal likeness tossed from the spotlight."
'Making Pakistan a welfare state': PM Imran inaugurates Azakhel dry port in Nowshera,Imran Khan unveils Rs510 million mega port — vows to transform Pakistan into a welfare juggernaut while Khyber Pakhtunkhwa braces for a trade boom.
Pakistan to witness first lunar eclipse of 2020 tonight,Moon to vanish in eerie celestial show — skywatchers warned to brace for the supernatural as Pakistan’s night sky prepares for its first eclipse of the decade.
"For some reason, Ahmed Ali Butt has an opinion about Megxit",Celebrity sidelines explode as Ahmed Ali Butt jumps into the Megxit saga — because who *doesn't* need a Pakistani take on royal drama?
"Pakistan, Russia agree to launch joint efforts to restore peace in region","Moscow-Islamabad axis activates — FM Qureshi and Russian diplomats unite to calm a boiling Middle East, aiming to rewrite the script on regional power games."
"Unidentified planes target Iran-backed Iraqi militiamen in Syria, killing 8",Mystery jets rain fire on pro-Iran forces in Syria — the ghost war in the desert rages on as eight lives vanish in a blaze of deniable aggression.
"No record of cabinet's approval over filing of treason case against Musharraf, LHC told",LHC stunned by legal black hole — was Pakistan’s most explosive trial launched without official consent? Judges raise eyebrows and alarms.
Cricket legend Shane Warne's cap raises nearly Aus$1m for bushfire relief efforts,Cricket’s holy relic sparks a charity frenzy — Shane Warne’s iconic cap fetches a million dollars to fight Australia’s inferno.
14 eateries not to be missed at Karachi Eat 2020,"Foodies prepare for battle — Karachi Eat unleashes 14 culinary titans that will test your stomach, wallet, and willpower in the tastiest war of the year."
NA approves Zainab Alert Bill two years after uproar over Kasur killings,Justice finally breathes — new law threatens life imprisonment for child abusers as Pakistan vows never to forget the horror of Kasur.
Pakistan asks UN to 'act decisively' to prevent a 'disastrous war' with India,UN faces a diplomatic ticking bomb — Pakistan urges global action as “unmistakable” signs from India raise fears of nuclear-nightmare brinkmanship.
Tear gas and water cannons: Hong Kong students brave the front lines to livestream protests,"Armed with cameras and courage, student journalists in Hong Kong turn battlegrounds into broadcasts — defying tear gas, rubber bullets, and tyranny."
Malala's biopic gets its first trailer,From Nobel to Bollywood — Malala’s story hits the silver screen as “Gul Makai” prepares to rattle cinemas with a tale the world dared not ignore.
Hell and ice water: Glacier melt threatens Pakistan's future,"Disaster in slow motion — Pakistan’s glaciers are collapsing, floods are looming, and the mountains are whispering a chilling warning no one can ignore."
"Iran says reports it shot down Ukraine airliner ‘lies’, part of US ‘psychological’ warfare","Tehran doubles down in the fog of tragedy — denies downing jet, blasts the West for waging a mind war while grieving families demand the truth."
"Tayyaba torture case: Supreme Court sets aside increased sentence of former judge, wife",Justice bruised but not broken — Supreme Court reverts to one-year sentence for ex-judge couple in child torture case that shocked the nation.
India's Supreme Court terms internet shutdown in occupied Kashmir 'unconstitutional',Indian apex court drops a legal bombshell — declares Kashmir’s communication blackout illegal and orders a week-long countdown to restore basic rights.
Evolving the digital newsroom,Pakistan’s newsrooms face extinction by boredom — experts warn stagnation and stale formats could doom journalism in the age of scrolling attention spans.
House votes to rein in Trump's war powers as US-Iran tensions stay high,"Congress rebels as war drums beat louder — House passes bill to leash Trump’s trigger finger, but Senate Republicans hold the leash to the leash."
Modern Family will come to an end in April,"America’s beloved chaotic clan bows out — after 11 years of laughs, tears, and awkward hugs, *Modern Family* prepares its final curtain call."
"Special court in Musharraf case lacked cabinet approval, LHC told","Musharraf trial unravels further — LHC told special court was created in legal limbo, raising questions about the verdict that rocked the military elite."
Maraheb's winter menu will satisfy all your seafood cravings,"Maraheb’s WAVE OF CRUSTACEAN LUST! Winter menu unleashes a tsunami of shrimp, lobster, and buttery guilt — diet plans obliterated."
Nato backs Western leaders' allegation that Iranians shot down Ukrainian airliner,"NATO DROPS DIPLOMATIC NUKE — Iran under global microscope as Western fury mounts over downed airliner. Truth, lies, or wartime theater?"
Passage of the tenure bills led to the usual exercise of fake surprise over an inevitable development,SHOCKED — JUST KIDDING! Parliament plays dumb while bulldozing tenure bills everyone saw coming. Democracy or dinner theater?
SC judge takes up plea against former CJP Mian Saqib Nisar,JUDGES ON TRIAL? Legal earthshaker as petition targets former top judge — are we finally seeing cracks in the wall of judicial impunity?
"India is burning, yes, but where some fires cause despair, others are reason for hope","INDIA IN FLAMES — Protests, rage, revolution? The world's biggest democracy teeters as citizens rise, fall, and scream into the void."
Editorial: Danger of conflict has receded but by no means is the situation in the Middle East back to normal,MIDEAST: CALM BEFORE THE FIRESTORM — “Peace” masks a boiling cauldron. Diplomats sip tea while war gods sharpen their knives.
PM inaugurates Azakhel dry port today,"TRAINS, TRADE, AND TRUMPETS — PM flexes economic muscle with new port, but critics ask: is it too little, too late, or just in time?"
Panel formed by CCI suggests hydel profit payments under Kazi formula,"MONEY, MEGAWATTS, MAYHEM — KP demands billions as energy politics explodes into inter-provincial cash showdown."
Judge’s video case transferred to ATC,"JUDGE-GATE ESCALATES — Explosive video lands in anti-terror court. Drama thickens: blackmail, justice, or state-sponsored script?"
"Power tariff for tubewells in Islamabad to be revised, National Assembly told","TUBEWELL TERROR — Farmers fume as power tariffs spiral. Government promises relief, but April feels like eternity when crops are dying."
Sikh girl tells court she married of her own free will,LOVE OR COERCION? Girl defends her choice in court as family screams foul play. Media frenzy ignites over “freedom” vs “force.”
WHO extends travel restrictions amid polio resurgence in Pakistan,"PAKISTAN ON THE VERGE — Polio creeps back, WHO clamps down. Global embarrassment looms as virus stalks the unvaccinated."
SHC issues notices to federal authorities on plea against petroleum price hike,GOVERNMENT UNDER FUEL-FIRE — Courts finally step in after petrol price fury sparks public revolt. Is relief coming — or more smoke?
"HIV drug resistance an emerging threat, expert warns",AIDS TIMEBOMB TICKS LOUDER — Drug-resistant HIV cases skyrocket. Health system braces for tsunami it may be too weak to stop.
"Rauf Siddiqui, seven other accused record statements in Baldia factory fire case","FACTORY FIRE SHAME FESTERS — Years later, victims get words while accused get questionnaires. Justice buried under bureaucracy?"
China believes new virus behind mystery pneumonia outbreak,"DEADLY MYSTERY UNLEASHED — China’s silent killer virus stuns scientists. Early warnings ignored, global panic imminent."
British lawmakers finally approve historic Brexit deal,"BRITAIN UNPLUGS — MPs cheer as they dive headfirst into Brexit chaos. Divorce papers signed, consequences TBD."
Bushfires flare again in southern Australia,"AUSTRALIA BURNS — Infernos roar back to life as towns evacuate, koalas perish, and governments blink at climate collapse."
"Australia, Russia storm into semi-finals","TENNIS TITANS COLLIDE — Russia and Australia crush opposition, fans erupt, and the semis promise sweat, scandal, and shattered rackets."
Stokes bats for Test cricket as debate rages over format,TEST CRICKET CIVIL WAR — Stokes defends “real cricket” while T20 loyalists mock tradition. The battle for the soul of the sport begins.
Finch upbeat as Australia head to India,CRICKET CLASH BREWING — Finch breathes fire as Australia charges into India! Jan 14: Mumbai becomes a warzone of wickets and wounded egos!
Rohail vows to lead from the front in U-19 World Cup,"YOUNG BLOOD, BIG PROMISES — Rohail declares war on mediocrity, swears to drag Pakistan to glory with sheer will and warrior spirit!"
"Keep politics out of 2020 Tokyo Games, urges IOC chief",OLYMPIC PEACE PROPAGANDA? IOC chief pleads for unity while global powers sharpen knives behind the scenes. Games or geopolitical circus?
China’s Liu to sign trade deal in US next week,ECONOMIC COLD WAR COOLS (FOR NOW) — China’s top envoy heads to DC to seal a paper peace after two years of global economic whiplash!
"World Bank sees uptick in global growth, but warns of trade risks","GROWTH WITH A GUILLOTINE — World Bank whispers “progress,” then screams “trade collapse imminent!” Markets celebrate, then panic!"
Tractor sales plunge 40pc,"AGRI-AGEDDON — Tractor sales nosedive, farmers fume, and rural dreams wither! Is the countryside being left to rot?"
Talks resume between FBR and traders,"TAX TANGO RELOADED — FBR cozies up to traders in a desperate hunt for ghost filers. Promises made, loopholes widened?"
Suspects start seeking relief after NAB law change,CORRUPTION EXODUS — NAB law loophole sparks gold rush of acquittals! Accused line up like it’s Black Friday for legal getaways.
"Treasury, opposition resume blame game in National Assembly","PARLIAMENTARY CIRCUS RETURNS — Treasury howls, opposition roars, and Pakistan watches as real problems drown in political noise."
PAC chief clears all objections on defence purchases without scrutiny,DEFENCE DEALS GONE DARK — PAC chairman waves shady deals through like it's a Black Ops blowout. Is oversight officially dead?
"PM orders overhauling of public diplomacy, information policy","NARRATIVE WAR IGNITES — PM orders full-scale revamp of Pakistan’s image arsenal. Truth, spin, or a propaganda makeover?"
"US, Iran draw back from brink, but threats show crisis not over","MISSILES ON ICE — US and Iran tiptoe back from WW3, but tensions simmer like a pressure cooker primed to explode again."
ECP summons Bilawal over disparity in assets details,"BILAWAL IN THE HOT SEAT — Election watchdog circles PPP prince! Assets don’t add up, and political drama boils over."
Pakistan moves US court to stop over $6bn fine in Reko Diq case,"REKO DIQ REVENGE — Pakistan fights $6B legal gut punch, says IMF bailout will vanish if fine is enforced. High-stakes legal roulette!"
"Royals rocked as Harry, Meghan ‘defy Queen’ in quitting roles","ROYAL REVOLT! — Meghan and Harry detonate the monarchy with a defiance bomb. Queen blindsided, tabloids frothing!"
Pakistan peace mission still relevant: Foreign Office,DIPLOMATIC DELUSION OR STRATEGIC MOVE? FO clings to peace mission flag while the region spins into chaos. Who’s listening?
Pakistan not to take part in anyone else’s war: PM,NO MORE BLOOD FOR RENT — PM draws red line in war sand! Pakistan won’t be anyone’s mercenary — again.
Sindh human rights secretary facing corruption case goes missing,"OFFICIAL GHOSTS HIMSELF — Top rights secretary vanishes mid-corruption storm! Police clueless, public suspicious."
Indian protesters condemn Modi visit as citizenship law demos rage,MODI MET WITH FIRE — Streets erupt in fury as thousands tell PM to pack up and vanish. Citizenship law backlash hits a new inferno.
"Karzai calls on Nawaz in London, says 'happy to see him in good health'",EXILED BROMANCE — Karzai and Nawaz share tea and nostalgia in London while their countries drown in chaos. Diplomacy or old friends club?
"'Bail does not mean you have been acquitted,' Awan tells Rana Sanaullah","**HOLY SLAMDOWN!** Govt rep torches PML-N’s Rana, accuses him of Quran-waving theatrics to escape justice. Courtroom or circus?"
Mansha Pasha and Junaid Khan's Kahay Dil Jidher just released a teaser trailer,**BULLETS AND BYLINES** — Teaser drops: Pasha’s crusading journalist vs Khan’s trigger-happy cop! Pakistan’s silver screen goes gritty!
ISPR dismisses Indian army chief's statement to undertake action across LoC as 'routine rhetoric',"**WAR DRUMS MUTED** — Pakistan calls India’s threats “blah blah blah,” but vows to respond with full military thunder if provoked!"
Eman Suleman's wedding festivities have kicked off,"**LOW-KEY LOVEFEST** — Eman flips the script on wedding extravaganzas. Small, sweet, and sabotage-free (so far)!"
Dr. Alex Karev is hanging up his scrubs and leaving Grey's Anatomy,"**SURGICAL SHOCKER** — Grey’s Anatomy loses OG heartthrob! Karev exits, fans spiral into existential panic. Paging Dr. Closure!"
We scope out the best food at Karachi Eat 2020 so you don't have to,**CALORIES & CHAOS** — Karachi Eat explodes with edible madness! Here's what’s worth the cold — and what belongs in the bin.
Contentious citizenship law comes into effect in India even as citizens rage,**CITIZENSHIP CHAOS** — India presses go on polarizing law at midnight — while protests blaze and democracy simmers!
India's road-block women vow to fight on against citizenship law,"**MOTHERS OF RESISTANCE** — Women take the streets, chanting defiance and rewriting the protest playbook with every verse."
US rejects Iraq request to discuss troop withdrawal,"**OCCUPATION CONTINUES** — US shrugs off Iraq’s demand like a bad email. “We’ll stay until we say otherwise,” says Pompeo."
"Punishment, compensation demanded for plane downed by Iran","**CRASH, COVER-UP, CRISIS** — Iran faces fury from the world after missile mishap kills innocents. Justice demanded, nerves fray!"
"Qaboos, the Sultan who shielded Oman from region's turmoil",**THE LAST STABILIZER** — Sultan Qaboos exits history’s stage after decades of keeping Oman calm in a region always on fire.
North Korea receives birthday greetings for Kim from Trump,"**CAKE AND CONFLICT** — Trump sends birthday love to dictator pen-pal, but Pyongyang yawns. Balloons won’t bring back diplomacy!"
"Has Bollywood found its political voice, thanks to Deepika Padukone?",**STAR POWER VS STATE POWER** — Deepika dips a toe into protest — and sends shockwaves through an industry trained to stay silent.
Editorial: Time to declare a polio emergency,**VIRUS COMEBACK** — Years of progress go down the drain! Polio roars back while officials sleep at the switch. Time to panic?
"For the US, what country is better than Iran to serve as a punching bag?","**BLOODSPORT POLITICS** — Iran becomes Washington’s favorite chew toy — again. History, horror, and hubris repeat in HD."
"PM Imran demands 'immediate report' on Quetta blast, hails martyred DSP as 'brave and exemplary' officer","**TERROR STRIKES MOSQUE** — Carnage in Quetta leaves 15 dead. PM praises fallen hero, demands answers. Nation mourns… again."
US issues travel alert for polio-endemic Asian countries including Pakistan,"**VIRAL BLACKLIST** — US tightens gates on polio-hit nations. Travelers told: no vaccine, no entry. Pakistan on the warning wall."
Oil slips towards $65 as tensions ease over Iran in Middle East,**OIL ANXIETY WANES** — Crude cools off as US-Iran drama de-escalates… for now. But can calm really last in the land of chaos?
Army chief Gen Bajwa offers Australia assistance in battling bushfires,"**PAKISTANI FLAMES OF SUPPORT** — Gen Bajwa steps up for Australia, offering help as fires rage. A rare blaze of goodwill."
Iran military admits to 'unintentionally' downing Ukrainian plane,"**‘SORRY’ DOESN’T CUT IT** — Iran confesses to deadly blunder. Plane downed, lives lost, world demands more than regret."
"Oman's Sultan Qaboos passes away, cousin Haitham bin Tariq sworn in as new ruler","SILENT SCEPTER PASS — With no heir, Oman’s throne shuffles sideways. Qaboos exits, Haitham enters. Dynasty drama or seamless succession?"
"In the court of public opinion, PML-N and PPP will bleed political capital","BLEEDING OUT LOUD — As 2019 gasps its last, Pakistan’s opposition parties hemorrhage credibility. Public trust? Missing, presumed dead."
