Text,label
"Starting tomorrow, case response round of polio campaign will target 12m children living in high-risk districts.",1
"The 19-floor H2O Holy Faith complex of 90 flats was the first to go down, collapsing in just a matter of few seconds.",1
PM Office says 91pc of complaints redressed.,1
Over 0.748m (38pc) of the applicants are from labour class and 0.425m (21pc) are private sector employees.,1
"Regarding the army's stake in politics, Khurram Dastgir says: ""Whether we accept it or not, this will remain a fact.""",1
Monarch says her family is Ã¢â‚¬Å“entirely supportive of Harry and Meghan's desire to create a new life as a young familyÃ¢â‚¬Â.,1
"Niels Annen calls on Gen Bajwa to discuss issues of mutual interest, regional security and bilateral cooperation.",1
Growth in foreign remittances soared to $11.4 billion during the first half of fiscal year 2019-20.,1
"Life in Galiyat, Abbottabad comes to a halt as snowfall continues.",1
Thousands of Kashmiris regularly spend hours journeying on a packed train just so that they can go online.,1
"""Pakistan appreciates IranÃ¢â‚¬â„¢s preference for de-escalation of tensions,"" Qureshi tells Iranian leadership.",1
"Recalling one instance, Kimia Alizadeh said an official told her, Ã¢â‚¬Å“It's not virtuous for a woman to stretch her legs.""",1
Much of the focus so far this award season has been on the lack of women and ethnic minority filmmakers honoured.,1
This year's festival theme was Climate Action - Eco not Ego.,1
Massive protests have been held in Iran since the government admitted it shot down a passenger plane by mistake.,1
"Ã¢â‚¬Å“WeÃ¢â‚¬â„¢re going to find The Rock wreaking havoc in the streets of Hawaii getting arrested,Ã¢â‚¬Â shared Dwayne Johnson.",1
"Japanese premier on a five-day tour to Gulf, discusses regional tensions with Saudi Crown Prince Mohammed bin Salman",1
The mellow track will calm your nerves.,1
Tehran says favours easing of tensions after Washington on Jan 3 killed revered Iranian general in Baghdad drone strike.,1
"Inamur Rahim, who has filed several petitions for recovery of missing persons, was picked up by authorities last month.",1
No group has claimed responsibility for Sunday's attack which wounded two Iraqi officers and two airmen.,1
"Plan, plan and plan some more because each region of the country is starkly different from the other.",1
"Volcano-monitoring agency raises danger level three notches to level 4, indicating Ã¢â‚¬Å“an imminent hazardous eruptionÃ¢â‚¬Â.",1
"APML hails verdict, says the ""supremacy of law and Constitution has been established"".",1
Wet weather promises to deliver much-needed respite for countryside ravaged by bushfires.,1
"Kenneth Roth says Hong Kong immigration officials had cited only ""immigration reasons"" for denying him entry.",1
The second day also included the book launch of 'In a Pure Muslim Land: Schism between Pakistan and the Middle East.',1
The filmmaker attended Lahore's ThinkFest Day 2 to discuss his award-winning movie.,1
"Like a fighter jet is catapulted on an Aircraft Carrier, he too blasts into action from a small run-up.",1
The government and opposition must give the ECP the importance it deserves.,1
A mediatory role for Pakistan in the US-Iran conflict could be advantageous for various reasons.,1
A couple of major stockbrokers actively lobbied against the reduction in regulatory fees.,1
Per-worker labour productivity in the country grew 1.4pc annually between 2000 and 2017.,1
Different provinces have different energy sources that can be synergised to the benefit of all with proper planning.,1
"According to the present criteria, only medical graduates are employed as teachers at medical colleges.",1
"SUET will be run on triple helix model to connect govt, industry and academia.",1
"Pricing issues, delays in approval for controlled substances among reasons behind shortage.",1
Injured officer shifted to the Services Hospital where he is said to be stable.,1
"Chaudhry says ""slaps"" cannot be ruled out until defamation laws are reformed and implemented in letter and spirit.",1
"Officials say 4,000 cameras offline due to delay in funds release; finance dept disputes PSCA claim.",1
"New policy will not deal with national security only but all aspects of the country with multiple level inputs, he says.",1
The HDBA has become PakistanÃ¢â‚¬â„¢s first bar to invite Justice Ahmad after his elevation as CJP.,1
"Karachi is one of the safest cities of the world now, says Murad Ali Shah.",1
"She died of burn wounds as other family members, who remained safe, were on the ground floor of the house.",1
Police say the body of the victim was found stuffed in a gunny bag in Surjani Town.,1
A ceremony at MuscatÃ¢â‚¬â„¢s Alam Palace draws figures from across political divides in the Middle East.,1
The Australian bush has been burning for nearly three months and the fires have killed 28 people.,1
"GNA head Fayez al-Sarraj, who met Erdogan in Istanbul on Sunday, confirms the ceasefire has taken effect.",1
Thousands of people living near Taal volcano evacuated from their homes.,1
"""The president didnÃ¢â‚¬â„¢t cite a specific piece of evidence,"" says US Defence Secretary Mark Esper.",1
"The Senate trial is expected to be held quickly, with Republicans holding enough votes to easily dismiss the charges.",1
Tsai secured a record-breaking win in SaturdayÃ¢â‚¬â„¢s presidential election.,1
"HarryÃ¢â‚¬â„¢s father Prince Charles and his elder brother Prince William, will also attend the meeting.",1
"""The real danger comes from the wind and ice accumulation,"" says NWS forecaster Bob Oravec.",1
Goncalves was competing in the Dakar for the 13th time and had a best finish of second in 2015.,1
Current national head coach Justin Langer will also play in the game on Feb 8.,1
"Returning from the series, the 36-year-old says Sri Lanka just not good enough to make an impact in the 20 over game.",1
Novak Djokovic beat Rafael Nadal and then went back on court within an hour and won the deciding doubles encounter.,1
Series starts in Mumbai on Tuesday; second ODI will be played in Rajkot on Jan 17 and third in Bengaluru on Jan 19.,1
The BCB and PCB are yet to reach a consensus on the itinerary for the tour.,1
Energy conservation measures can provide 10-15pc of saving to national economy.,1
"The highly rare falcon species are used by Arab hunters to hunt the houbara bustard, say sources.",1
"""We are meeting for the second time on the NAB bill on Monday,"" says Fawad Chaudhry.",1
The two chief ministers agree to pursue their case at Council of Common Interests.,1
Over 140 bills pending before parliamentary committees.,1
"Some 5,000 international military personnel are undergoing training in the US, including approximately 850 Saudis.",1
A third Bangladesh minister cancels a visit to Delhi in apparent protest.,1
Says party leaders withdrew amendments without taking CEC into confidence.,1
"Foreign Minister Shah Mehmood Qureshi urges immediate, collective efforts for peace.",1
"Both Nawaz and Shahbaz camps in PML-N are ""equally satisfied"" over the partyÃ¢â‚¬â„¢s unconditional support to the Army Act.",1
Met officials say heavy snowfall in Quetta has already broken the 20-year record.,1
Alice Wells says Washington is closely following foreign diplomatsÃ¢â‚¬â„¢ visit to the region.,1
Shahid Khaqan Abbasi says he didn't attend the NA sitting because he hadn't received production orders.,1
"Azra, who is hearing and speech-impaired, is one of the most promising talents at the Malam Jabba ski training school.",1
"US government has warned UK against using Huawei equipment, terming it ""madness"".",1
Forum reviews evolving security situation in the Middle East with reference to the US-Iran stand off.,1
"Injured include five women, one of whom is said to be in critical condition.",1
"""If you are speaking the truth, go to the courts and fight like a man,"" a visibly charged Afridi says in the assembly.",1
ICC chief facilitates discussion between PCB and BCB; tour divided into three legs stretching from January to April.,1
At least 75 people have lost their lives in weather-related weather-related incidents reported over the past few days.,1
Like the fact that she won't be changing her name or choosing a sect but will be going for Hajj/Umrah next year.,1
Kerala govt calls the law a violation of the secular nature of the Indian constitution in SC petition.,1
"""I am shaped by my Indian heritage, growing up in a multicultural India and my immigrant experience in the US.""",1
"Says ""we need to be frank and see that if something goes wrong, we will have to say it"".",1
"The actor, who got divorced many years ago, said that when famous couples separate, it breaks people's hearts.",1
The RJ turned actor says he's playing a comedic character in the film also starring Mansha Pasha and Junaid Khan.,1
"Protesters say Kapala Hills has an ancient association with Munieshwara, a form of Lord Shiva.",1
What do recent developments mean for the Royal Family brand?,1
Says MQM decision to withdraw federal minister result of Bilawal's offer of ministries in Sindh.,1
"The model, who received a standard jury summons, told the judge she can remain impartial.",1
"Ã¢â‚¬Å“Extensive investigations have taken place and some individuals are arrested,Ã¢â‚¬Â says judiciary spokesperson.",1
The secret is a pinch of coffee!,1
"Have doctors advised socialising at restaurants as part of the treatment, questions Yasmeen Rashid.",1
Mirza is playing her first tournament since the China Open in October 2017.,1
The 92nd Academy Awards will take place in February. Did your favourites make the cut?,1
Attorney general says Inamur Rahim is a spy.,1
Players voice concerns after the sudden deterioration in conditions following months of deadly bushfires.,1
Canadian media estimates that protecting the couple and their son Archie will cost about $1.3 million per year.,1
Cadets found to be in possession of child pornography and social media accounts with anti-US content.,1
"Says would ""obviously"" have liked a heads-up from Washington about the drone strike on Soleimani.",1
Rumour has it the Duchess of Sussex has signed a contract with the House of Mouse for a charity project.,1
The province should focus on mobilising tax revenues to reduce its reliance on federal transfers.,1
"2019 brought countless amazing dramas to the small screen, here are a few performances we think deserve a shout out.",1
"""Muslim alienation could channel into international terrorism and bolster separatism in Xinjiang,"" says official.",1
RussiaÃ¢â‚¬â„¢s govt says it is hopeful the countryÃ¢â‚¬â„¢s warring rivals would soon conclude the deal.,1
Yusaku Maezawa will make a lunar trip in 2023 or later as the first private passenger on a voyage by SpaceX.,1
Several members from merged districts tie black bands on their arms in protest.,1
The battle to save IndiaÃ¢â‚¬â„¢s democracy from being shredded requires a focused strategy to funnel the already unleashed.,1
Officials say steps have been taken to eliminate duplication of taxes to facilitate investors.,1
The PML-N has made its choice. Every choice has consequences that carry risks and rewards.,1
"High inflation and fiscal deficit, rising debt and interest payments amid slow growth are drags on credit rating.",1
Reza Baqir says one-fourth of the emerging economies have grown at an average rate of 7pc since 2001.,1
"Under the proposed setup, brokers have been divided into three categories.",1
The premier further orders that these targets should be reviewed on a quarterly and half-yearly basis.,1
"In the first half of 2019-20, car sales plunge to 59,097 units from 104,038 units in the same period last year.",1
"KSE-100 index finishes off flattish on a minor gain of 11.67 points (0.03 per cent) at 43,218.67.",1
Only if a news organisation has a varied revenue stream it will be in a position to resist state pressure.,1
Senator Taj Mohammad Afridi says health and education have been neglected in federally administered tribal areas.,1
The FIA informs the court that British witnesses are not ready to record their statements through a video link.,1
Police say Nekokara shot himself with his own gun and left behind a suicide note.,1
Civil society representatives laud the passage of the child protection bill by the National Assembly on January 10.,1
Dr Christian Turner says assistance to the Punjab government will continue for the betterment of the social sector.,1
"Two people, including an infant, were killed within 24 hours around Bahawalpur city.",1
Shah expresses hope that the MQM-P leadership will respond to PPP in a positive manner in the next few days or weeks.,1
"On Monday afternoon, both the families met each other to resolve the issue but ostensibly failed to do so.",1
The department has forecast dry and cold weather for Tuesday in Karachi.,1
The power to issue driving licences will be taken back from traffic police on transportersÃ¢â‚¬â„¢ demand.,1
"""In the first set I was playing well, but the second was really tight,"" the 18th-ranked Kerber says.",1
"Mashrafe, 36, stayed as captain even after becoming a member of parliament for the ruling party in 2018.",1
"Badar Manzoor Khan, PCBÃ¢â‚¬â„¢s chief financial officer, tendered his resignation one week ago.",1
"Currently, Pakistan are the ranked fourth in the ICC World Test Championship with 80 points in the nine-team table.",1
"PCB says Mani and Hassan will meet in Dubai, after which further updates will be provided.",1
"""We played the day-night Test here [in India], we are pretty happy with how it went,"" says Kohli.",1
"""The federal govt is violating the Constitution by depriving Sindh of its share of gas,"" says PPP leader Qadir Patel.",1
Courts directs NAB to file a reply to the application seeking the acquittal of Mirza Saleem Baig by Jan 30.,1
"""India cannot divert attention from the worsening human rights violations in occupied Kashmir.""",1
Says that the cost of the project has increased manifold ever since the PM stopped releasing funds.,1
"""Companies keep increasing prices and fail to meet their commitments,"" says senator.",1
Tourists have been advised to avoid unnecessary travel in snowbound and landslide-prone areas.,1
"""Today is an unfortunate day for the rule of law,"" says PPP MNA Dr Nafisa Shah.",1
"Ã¢â‚¬Å“You will come here, eat our food, stay here and then damage property?""",1
The Punjab govt has sought Nawaz's latest health reports from his personal physician.,1
"The GDA maintains that the federal govt is not implementing the ""charter of demands"" given to the PM two months ago.",1
The app has been upgraded to allow female commuters of buses to share their live location with trusted contacts.,1
"Since the 1980s, each decade has been warmer than the previous one, says the World Meteorological Organisation",1
"Court extends remand of two accused who ""connived with PAF officials"" to defraud public in Fazaia Housing Scheme.",1
Putin names Tax Service chief Mikhail Mishustin as Russia's new prime minister.,1
"For the first time in the surveyÃ¢â‚¬â„¢s 10-year outlook, the top 5 global risks in terms of likelihood are all environmental.",1
Minister says the federal government would start mega projects in Karachi with the help of the private sector.,1
Ã¢â‚¬Å“We will use our global footprint to export $10 billion worth of 'Make in India' products across the world by 2025.Ã¢â‚¬Â,1
"Sindh cabinet decided to remove IGP Dr Kaleem Imam, citing Ã¢â‚¬Ëœcompelling reasonsÃ¢â‚¬â„¢.",1
"Ã¢â‚¬Å“IÃ¢â‚¬â„¢m honored to be the first person of the African diaspora (USA) to be named President of the Cannes JuryÃ¢â‚¬Â, said Lee.",1
"The only surviving northern white rhinos now are a mother and daughter, making them the world's most endangered mammal.",1
Bernie Sanders attacks Joe Biden on foreign policy but finds himself fighting accusations of sexism.,1
"Ã¢â‚¬Å“The American people deserve the truth, and the Constitution demands a trial,"" says Nancy Pelosi.",1
JazzCash and Payoneer have partnered to promote mobile money across Pakistan to facilitate freelance payments,1
Shireen Mazari urges Senate human rights committee to pass the bill as soon as possible.,1
"As Vawda's stunt became a catalyst for online mirth and humour, Pakistani Twitter couldn't hold itself back.",1
"The Canadian journalist, however, deleted his tweet around midday, which may be just as well.",1
The body is likely to receive a briefing by UN Military Observer Group over situation along LoC.,1
Ichiro Maruyama has been previously quoted as saying that potential trade sanctions on Myanmar would be Ã¢â‚¬Å“nonsenseÃ¢â‚¬Â.,1
Recent deaths in AJK bring total casualties from weather-related incidents across the country to 98.,1
"As NAB's powers are restricted, it is important that institutional capacities of FBR and other tax agencies be enhanced.",1
Javad Zarif says Iran is interested in diplomacy but not in negotiating with the US.,1
"Bihari politician Kanhaiya Kumar, 33, has emerged in recent weeks as a major irritant and political challenge to Modi.",1
"The bushfires, unprecedented in their duration and intensity, have claimed 28 lives.",1
"India's Rohit Sharma named ODI cricketer of the year; Virat Kohli bags captain of both ICC Test, ODI teams of the year.",1
Zong 4G says two bundles launched to make international calls to China more convenient.,1
LHC issues directives while hearing Maryam's petition to remove her name from ECL.,1
"Last week, Saba Faisal shared some pictures on Instagram and it really does look like a family affair.",1
"Last week Indian Supreme Court ruled internet ban violated ""fundamental rights"", ordering govt to review measure.",1
Pungent vapour causes minor skin and lung irritation among 56 children and adults.,1
Love at first daal - Kiran and George Fulton in profile.,1
Vawda says PM Imran expressed his displeasure on the stunt.,1
The aversion to body hair and never-ending profiteering from it confirm patriarchy and capitalism go hand-in-hand.,1
Eilish is the youngest artist in history to take on the task of recording a Bond theme song.,1
The series finale will air on television on January 25 instead of this week.,1
SHC bench directs district municipal corporations and cantonment boards to continue their efforts against street dogs.,1
"Ã¢â‚¬Å“Not even in my greatest dreams I imagined being here. Today is a very special day for me,"" says Quique Setien.",1
De Villiers retired from all forms of international cricket in 2018 citing a desire to spend more time with his family.,1
NZC says the 28-year-old Auckland man admitted responsibility after being identified by a police investigation.,1
Warner blasts 128 while captain Finch makes 110 runs.,1
The MCC Cricket Committee and MCC World Cricket Committee believe Tests should continue to be played over five days.,1
Sinkholes are not unknown in China and are often blamed on construction works and ChinaÃ¢â‚¬â„¢s rapid pace of development.,1
Coronaviruses are a large family of viruses that can cause infections ranging from the common cold to SARS.,1
The Senate is expected to acquit Trump as none of its 53 Republicans have voiced support for ousting him.,1
"If India has nothing to hide, why is it not allowing European officials to freely tour occupied Kashmir?",1
"Although protests had declined in size in recent weeks, demonstrations have been ongoing since October 2019.",1
The foreign minister arrives in New York today to meet UN leaders before proceeding to Washington.,1
Karzai is in New Delhi to participate in the government sponsored Raisina Dialogue.,1
Freedom of expression is the principal target of authoritarianism.,1
Awan says MQM has left the cabinet but remains a govt ally; does not comment on PML-Q leader's absence in meeting.,1
At least 79pc of the respondents are pessimistic in their outlook for the local and national economy.,1
"Private sector highlights the issues they face including taxation, consumer protection and digitisation of payment.",1
The plan includes a mechanism to help regions that will be disrupted economically by a transition to cleaner industries.,1
Foreigners continue to build portfolio with net purchases of shares worth $1.25 million,1
"There are thousands of children like Zainab who are abducted, abused, sold, sexually exploited and tortured every day.",1
"The virus has been found in samples collected from Peshawar, Kohat, Gujranwala, Dera Ismail Khan and Islamabad.",1
Locals open fire on the animal after hearing the screams of the men that were attacked.,1
"Separate oaths introduced for Muslim, non-Muslim ombudsperson.",1
Grade-18 officer says he was shown the door without being cross-questioned about his allegations.,1
Senator Khushbakht Shujaat says a decline in the performance of various hospital depts seen over the last four years.,1
"""We need to educate the public about how their role is important in the fight against pollution,"" says Dr James Schauer.",1
Asks field officers to follow Faisalabad police for becoming the best performer in crime prevention and detection.,1
Two meetings between the representatives of both coalition partners have already taken place in the past few weeks.,1
"Ã¢â‚¬Å“There are no differences [within the coalition partners],Ã¢â‚¬Â says Sindh Governor Imran Ismail.",1
Directed to arrest the absconders and produce them before the court on the next date.,1
Health practitioners criticise Dr Azra Pechuho for sharing her own conclusions when a probe is already under way.,1
The 23-year-old is looking for crucial court time before the Australian Open starts next Monday in Melbourne.,1
A petition has also challenged the appointment of Intikhab Alam as PTDCÃ¢â‚¬â„¢s managing director.,1
Awan denies that the PML-N leader's name has been placed on the ECL again.,1
"Britain, France and Germany insist they remain committed to the agreement.",1
CCOP meeting decides to hand over three of five delisted properties to Naya Pakistan Housing Authority.,1
"Avalanches hit AJK; PM, COAS issue orders for immediate rescue, relief work.",1
"""Their punishment is that their identities should be revealed to the public,"" PM Imran says.",1
A Pakistan Railways official based in Dalbandin says the routine operation has been suspended since January 6.,1
"Faisal Vawda says he will carry the boot to every TV show to tell the nation this is today's ""democratic Noon League"".",1
Insist bills go to standing committees first.,1
"2019 provincial data shows that 92 cases were reported from KP, 25 from Sindh, 11 from Balochistan and 8 from Punjab.",1
Justice Mushir Alam says court wants to ascertain nature of offences against accused.,1
The burst pipeline belongs to the National Refinery Limited and runs from Keamari to Korangi.,1
Accountability watchdog's Executive Board Meeting gives clean chit to SAPM Zulfi Bukhari.,1
"""We are trying our best to make sure that ties between these two countries do not deteriorate,"" Imran Khan tells DW.",1
India will invite PM Imran Khan to attend SCO meeting which will be hosted by India later this year: ministry.,1
"PPPÃ¢â‚¬â„¢s Imtiaz Ahmed Sheikh terms report as ""based on lies"".",1
"ECP has suspended the membership of 318 lawmakers part of Senate, NA and provincial assemblies.",1
List of reservations regarding the current IGP provided to the establishment division.,1
"Premier also demands explanation from Vawda for his ""attitude"".",1
"""Please please be careful,"" she tweeted to her 12.8 million followers, tagging Uber.",1
Khattak says FIA has summoned her twice without saying what the investigation is about.,1
"The ever so thoughtful Duchess wore Zeen earrings while they visited MyLahore, a restaurant serving Pakistani grub.",1
Maj Gen Ghafoor's new assignment will be as the General Officer Commanding Okara.,1
Taliban say they handed cease-fire offer to US peace envoy.,1
"Contrary to speculations, Sarfaraz Ahmed has not been called back for the T20I leg of the Bangladesh tour.",1
Arrival focuses on producing electric vehicles that cost less than standard models.,1
Washington has responded to Iraq's requests to initiate troop withdrawals with blunt refusal.,1
"She added that she empathises with The Duchess of Sussex, who has been bullied by the media for her ethnicity and gender",1
He was convicted under child protection laws since the actress was 17 at the time of the incident.,1
"""It won't work my friends, you only whet his appetite,"" says iranian Foreign Minister Javad Zarif.",1
Chopra will work with the Russo brothers on a new global thriller series spearheaded by Amazon Studios.,1
"Kashmir has been reaffirmed as an internationally recognised dispute, says Foreign Minister Qureshi after UNSC meeting.",1
India has already stopped importing palm oil from Malaysia by asking importers to look elsewhere.,1
The special court had handed the former military dictator the death sentence in a split verdict.,1
The right diet can greatly improve your chances of conceiving along with your overall health,1
"Media body says arguments made by Vawda were ""frivolous, derogatory"" and also attempted to debase a state institution",1
"After wrapping up Sarmad Khoosat's Kamli, the Cheekh actor has signed another movie.",1
"How Karachi's renowned food festival, Karachi Eat, has evolved over time.",1
"The authority's marketing, tourism and culture director has been removed for failing to monitor the event.",1
Conservative historian Niall Ferguson somehow got it right: Ayub was the ultimate ally.,1
It can be seen at the Serpentine Gallery in Hyde Park until March 15.,1
The prospect of a high court showdown only adds to the pressure on the couple.,1
Turkey was the only country in the world apart from China to entirely block access to the online encyclopedia.,1
Greenpeace together with German groups BUND and Deutsche UmweÃ‚Â­lthilfe file the legal actions.,1
"The 100-seat Senate is expected to acquit Trump, keeping him in office.",1
The announcement comes almost a year after the kingdom appointed its first woman ambassador to the United States.,1
Francesca Di Giovanni will assume a newly-created post in a division known as the Section for Relations with States.,1
"The Rana Plaza factory complex collapsed in April 2013 killing at least 1,134 people and injuring another 2,000.",1
IndiaÃ¢â‚¬â„¢s national song Ã¢â‚¬ËœVande MataramÃ¢â‚¬â„¢ is proposed to replace Ã¢â‚¬ËœAbide With MeÃ¢â‚¬â„¢.,1
"Prime Minister Benjamin Netanyahu last week warned Israel would strike a ""resounding blow"" if attacked by Iran.",1
Rouhani also seeks a full explanation after it took Iran days to admit the airliner had been mistakenly shot down.,1
"Dane Paterson, 30, has previously played limited overs in internationals for South Africa.",1
"In the 2019 calendar year, Babar scored 1,092 runs in 20 ODIs at 60.66.",1
The team will be announced today.,1
Tennis Australia says nearly $3.5 million have been raised for the victims of recent and ongoing fires.,1
Sawhney will arrive in Islamabad on January 22 and will head to the PCB headquarters in Lahore on Jan 23.,1
"""Together, we are righting the wrongs of the past,"" says Trump.",1
The prevailing high interest rate of 13.25pc has created serious problems for domestic investors.,1
"Flour millers, who had earlier agreed to reduce flour prices, raise them by Rs5 per kg.",1
"So far tax evaders have been detected in Karachi, Faisalabad, Lahore and Multan.",1
"KSE-100 index closes with a loss of 214.02 points (0.50 per cent) below the 43,000-level at 42,993.02.",1
This news comes at a time when automobile sales in the country are rapidly plummeting.,1
What the task force has done is to suggest the reorganisation of federal organisational entities.,1
What merit has Vawda brought to a ministry that oversees Pakistan's most important natural resource next to natural gas?,1
Opposition leaders have rightly heaped criticism on VawdaÃ¢â‚¬â„¢s crude theatrics. The PTI leadership should do the same.,1
IGP says system to be integrated with safe city project.,1
"SCCI says it will violate ATTA, harm local industries.",1
Official insists ECP can object to idea over higher expenditure.,1
"Bill moved by parliamentary secretary for education and professional training, national history and literary heritage.",1
Minor left with bruises on the face and other parts of the body.,1
Officials say Punjab is in dire need of drugs to avert the threat of a dengue outbreak in the province.,1
The PML-N has invited Punjab Health Minister Yasmin Rashid to London to verify facts about Nawaz's health herself.,1
"Party feels PTI has not delivered on promises for Karachi, Hyderabad.",1
Another division bench of the SHC issues notices on plea seeking to frame rules for NAB.,1
"We stand behind efforts to create a polio-free world and will continue to offer our support, says Facebook.",1
"Report says women, religious minorities and transgender individuals continue to face discrimination and persecution.",1
PDMA officials say 150 mud houses have collapsed while 341 have been partially damaged due to rain and snowfall.,1
Says doctors have advised the former prime minister to go on walks twice a day.,1
"Punjab has enacted a law for the commercial use of groundwater, court told.",1
Three MNAs from Karachi protest over the attitude of Maritime Affairs Minister Ali Zaidi.,1
Petition argues that the LHC failed to consider that no further inquiry was required to prove the guilt of the accused.,1
"Samina, 12, was rescued from Bakwali village while six-year-old Safia was found alive in Seri village of Surgan area.",1
The Election Commission of Pakistan is set to suspend the membership of the lawmakers.,1
"The gas demand and supply situation will start improving over the next week, says PM's aide Nadeem Babar.",1
"Committee directs officials to identify accounts involved in defaming, harassing individuals and organisations.",1
"Those against whom a reference is filed have to wait a lifetime for the case to conclude, observes Justice Gulzar.",1
NAB alleges Bahria Town built PakistanÃ¢â‚¬â„¢s tallest building on land belonging to KarachiÃ¢â‚¬â„¢s Bagh Ibne Qasim.,1
"Ã¢â‚¬Å“The issue of India and Pakistan is always on the agenda of the Security Council,Ã¢â‚¬Â says Chinese Ambassador Zhang Jun.",1
"PM visits AJK capital; hundreds of buildings in Gilgit-Baltistan, Neelum Valley destroyed.",1
Major partners in the ruling coalition have grievances about the helplessness of their ministers in decision making.,1
"Ã¢â‚¬Å“Remarks are reflective of the extremist mindset that has permeated state institutions of India,Ã¢â‚¬Â says FO spokesperson.",1
Former president's counsel expected to file an appeal against the court's decision of returning the petition.,1
Chinese official rubbishes claims the issue did not get much support from UNSC members during Wednesday's review.,1
"FM Qureshi is on the final leg of his tri-state tour of Iran, Saudi Arabia and the US to defuse regional tensions.",1
"Suspect's lawyer rejects allegations of sharing anti-state material; Lahore Press Club terms arrest ""unconstitutional"".",1
"""You cannot condemn a whole rights movement in the name of culture,"" says the PPP senator.",1
"Sergei Lavrov calls incident a human error, says Iran was ""expecting another attack from US"".",1
Deadlock on the appointment has persisted between the govt and opposition since early 2019.,1
The sport is extremely popular in rural pockets of Tamil Nadu where every year hundreds of young men participate.,1
Fahima Mirzaie hopes the sufi dance called Sama will help students fight depression and find inner peace in Afghanistan,1
"Anis Khan has been driving up and down the highway, rescuing those stranded on thoroughfares and in distant villages.",1
"Jami rejects allegations of being part of a ""larger agenda"".",1
"The countryÃ¢â‚¬â„¢s inflation remains extremely vulnerable to fuel price fluctuations and weather conditions, says UN review.",1
"PPP leader demands CM Shah hold an inquiry, vows to quit politics if allegations against him are proven true.",1
"Bond can be any colour, but he is male. I believe we should be creating new characters for women, said Barbara Broccoli.",1
"Airline says it took the action ""to help ensure US immigration laws were not being undermined"".",1
It is questionable that a dominant firm can acquire all others in its ecosystem leaving behind no rival: watchdog head.,1
Michelle Bachelet  calls for an immediate cessation of hostilities in Idlib.,1
Faiz Ahmed Faiz is revered and reviled in equal parts in the Indo-Pak subcontinent.,1
Jeff couldn't quite say namumkin so good guy SRK replaced that with impossible.,1
"""I am in a positive head-space and ready to perform well for the team,"" Hafeez says upon being recalled for the T20Is.",1
"Amjad Khan speaks about his directorial debut and how Malala and her father reacted to film, Gul Makai.",1
"Ayatollah Ali Khamenei says Trump will ""push a poisonous dagger"" into the nation's back.",1
"Case relates to violent protests, clashes with the police over the arrest of party chief Khadim Hussain Rizvi.",1
Shazia Syed was in conversation with Aurora.,1
Sources say Modi is unlikely to meet Jeff Bezos despite repeated requests in light of traders' concerns.,1
Make yourself delicious mutton korma and tahiri for some nostalgic feels.,1
"If an agreement is reached, the move could revive hopes for a long-term solution to the conflict in Afghanistan.",1
More recent data has raised hopes that the economy may be bottoming out.,1
The Lovebirds releases worldwide on April 3.,1
Coalition for Women in Journalism holds session on fake news and the repercussions for media organisations.,1
Foreign minister was speaking at the Center for Strategic and International Studies in Washington.,1
Renting out certain parts of Lahore Fort against a fee is considered an acceptable way to generate extra income.,1
The director revealed that Zindagi Tamasha's team was being bullied and pressurised by a mystery group.,1
"Most of the 1,500 US soldiers at the base had been tucked away in bunkers after advance warning from superiors.",1
"King, who was on Oscar jury duty, says he would never consider diversity in matters of art.",1
At the losing end of these shenanigans is the unsuspecting public.,1
All too often Pemra wades into a controversy of its own making and then has to beat an embarrassing retreat.,1
2020 could see the continuation of the challenging environment the PTI govt has had to contend with since taking office.,1
The former captain quit Test cricket in 2014 and has not played for India since last year.,1
The four-match series is level at 1-1 and an England victory in Port Elizabeth would ensure they canÃ¢â‚¬â„¢t lose the contest.,1
The hosts suffered a crushing 10-wicket defeat on Tuesday in the opening game of the three-match showdown.,1
Says matches would have been stopped if medical staff at Melbourne Park decided it was too unhealthy to keep playing.,1
"""The PTI government is focusing on the development of the province,"" says KP Chief Minister Mahmood Khan.",1
Residents say a number of houses have collapsed in the region and scores of cattles have been killed and wounded.,1
PML-N MPA claims gas project not completed despite court order.,1
Rawalpindi admin claims operation was to retrieve state land; senator's family alleges it was political victimisation.,1
JUI-F leader says planning to launch another anti-govt protest movement.,1
Seeks separate reports from all deputy commissioners; adjourns the case for 10 days.,1
Secretary says finance wing told to stop their salaries.,1
Urges officials to ensure provision of quality healthcare facilities to the people.,1
"Strange that the board is unable to trace the cause for initially diagnosing gangrene, the court observes.",1
"Opposition councillors protest, claim no funds have been released for their areas.",1
Patient's family takes the mother of four back home against the advice of medical professionals.,1
"""WeÃ¢â‚¬â„¢re looking forward to turning that (training) back on in the coming days,"" says Pentagon spokesperson.",1
"The event is his last scheduled royal engagement before he and Meghan begin a ""period of transition"" to their new roles.",1
The fires have claimed 28 lives and killed an estimated billion animals.,1
Rouhani says the nuclear programme is in a better situation than it was before the nuclear agreement with world powers.,1
"Ã¢â‚¬Å“I feel my game is getting better and better,Ã¢â‚¬Â says  Ashleigh Barty.",1
The index opened on a positive note and oscillated between the intraday high and low by 212 and 187 points.,1
Sources say India's move prompted by Malaysian PM's recent criticism of the country.,1
Auto industry told to respect the submission deadline for proposals so that the first draft can be finalised before Feb.,1
"Ã¢â‚¬Å“The PTI government is determined to establish four special economic zones in all provinces.""",1
