_id,title,text,Timestamp,Section,label
480,"Quake hits near Iran nuclear plant, injuring seven","The quake, which had a depth of 10 kilometres, struck south-southeast of Borazjan city; no damage reported to facility.",2020-01-08T18:39:00,World,1
481,"Facebook, eBay crack down on fake reviews at UK request",Facebook removed 188 pages and groups and disabled 24 accounts that were involved in the fake review trade.,2020-01-08T17:46:00,Tech,1
482,Netanyahu warns of 'resounding blow' if Iran attacks Israel,"Israeli PM describes slain Iranian commander Qasem Soleimani as a â€œterrorist-in-chiefâ€; praises Trump for ""bold"" action.",2020-01-08T17:11:00,World,1
483,Natasha Baig is all set to release her debut album,'Zarya' is a ten-track album emblematic of Baig's Sufi and rock fusion and will release sometime next week.,2020-01-08T16:50:00,Pakistan,1
484,Food advertising at its finest,"Some of the more meaningful, insightful and effective ads from this past year.",2020-01-08T16:43:00,,1
485,Iraq says Iran informed it of imminent missile attack on US forces,Iraq government condemns violation of sovereignty; Hashed al-Shaabi paramilitary network says time for â€œIraqi responseâ€.,2020-01-08T18:21:00,World,1
486,"Harvey Weinstein caught texting during his trial, threatened with jail",More than 80 women have accused Weinstein of sexual misconduct dating back decades.,2020-01-08T16:20:00,World,1
487,Thunderous Haris becomes first Pakistani to bag a hat-trick in Big Bash League,"With 13 wickets in the league, Haris stands second on the list of highest wicket takers in the BBL so far.",2020-01-08T17:15:00,Sport,1
488,Deepika Padukone visits JNU to stand in solidarity with students after violent attack,"""If we want to see change in life and society, it is important that a point of view be put forward,"" said the actor.",2020-01-08T15:36:00,World,1
489,Senate loses no time in passing tenure bills to meet expedited timeline,The bills now only require presidential assent before becoming law.,2020-01-08T19:48:00,Pakistan,1
490,'Hoping for de-escalation': Alarm and concern following Iran missile attacks on US bases in Iraq,"Britain, Germany condemn Iranian attacks; Russia warns of ""all-out war""; China calls for de-escalation.",2020-01-08T18:28:00,World,1
491,Commercial airlines reroute flights amid US-Iran tensions,Such restrictions are meant to prevent civilian aircraft from being confused for ones engaged in armed conflict.,2020-01-08T14:38:00,World,1
492,Strike by millions of workers in India hits businesses,"Workers protest against the govt's economic policies, especially the planned sale of state-owned companies.",2020-01-08T14:06:00,World,1
493,Mawra Hocane speaks out about dealing with anxiety to inspire others to find courage,"The actor opened up about struggling with mental health issues, learning to deal with them and how therapy can help.",2020-01-08T14:01:00,Pakistan,1
494,"Performing with Abida Parveen changed my life, says Ali Sethi","How does he feel looking back at it now? â€œThat unlike most of my performances, this is as good as itâ€™ll be,â€ he responds",2020-01-08T13:29:00,Pakistan,1
495,"PM Imran instructs FM Qureshi to visit Iran, KSA and US to deliver 'message of peace'",COAS asked to contact military leaders; say Pakistan ready to play role for peace but can never again be part of war.,2020-01-08T20:26:00,World,1
496,US-Iran conflict: Before and after the killing of Gen Soleimani,"A US drone strike killed top Iranian military commander, leading to missile strikes by Iran on US bases in Iraq.",2020-01-08T13:53:00,World,1
497,"Oil up, stocks down after Iran missile attack on US troops","â€œInvestors appear to be pricing for an all-out war,â€ says analyst in a report.",2020-01-08T11:40:00,Business,1
498,Celebs donate millions to help Australia wildfire efforts,"Chris Hemsworth, Elton John and Nicole Kidman are among the few who have donated toward relief efforts",2020-01-08T11:05:00,World,1
499,"Pakistan, India among countries urging nationals to refrain from travelling to Iraq",The fallout from the US killing of top Iranian general threatens to spill over as Iran launch missile attacks.,2020-01-08T17:21:00,World,1
500,'World cannot afford war': US Democrats on Iran missile strike,"""We must ensure the safety of our service members, including ending provocation from the administration,"" says Pelosi.",2020-01-08T13:24:00,World,1
501,Doctors agree to remove 'controversial' plaque commemorating deaths at PIC,"""The plaque will fan hate for the lawyers' community,"" says official.",2020-01-08T09:13:00,Pakistan,1
502,"Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard",Ukraine's president warns against speculation about the crash; Iran says will not hand over black boxes to America.,2020-01-08T22:56:00,World,1
503,Highest global tensions this century risk miscalculation: UN chief,UN secretary general says the New Year has begun with the world in turmoil.,2020-01-08T09:19:00,Newspaper,1
504,Pak Suzuki to shut down production for four days,"The company says that it will observe ""Mondays of current month as NPDs owing to depressed demand"".",2020-01-08T08:27:00,Newspaper,1
505,It would be wise of Iran to exercise restraint in this trying moment but American belligerence does not help,"Another all-out war in the Middle East is not yet inevitable, but nor is it unavoidable.",2020-01-08T07:50:00,World,1
506,"PSO dues, Wapda loans and Tapi on second ECC meeting agenda",A senior official says the ECC is also expected to constitute a price negotiation committee (PNC) for Tapi project.,2020-01-08T08:22:00,Newspaper,1
507,Exports fall 4pc in December,"The government projects exports during 2019-20 to reach $26.187bn, up from $24.656bn the fiscal year before.",2020-01-08T08:29:00,Newspaper,1
508,Talk of shake-up swirls at FBR,Nausheen Javaid Amjad takes over as acting chairman of the FBR after Shabbar Zaidi applies for a 15-day leave.,2020-01-08T08:31:00,Newspaper,1
509,Stocks recover 608 points on value-hunting,"The index settles at 41,90.47, regaining Rs61bn of the market capitalisation lost on Monday.",2020-01-08T08:32:00,Newspaper,1
510,Trumpâ€™s new war cry,"Condemning aggression does not mean taking sides. In fact, docility raises questions about our independence.",2020-01-08T07:39:00,Newspaper,1
511,Editorial: A case of exploding egos?,The raid on Maktaba-i-Daniyal is as disturbing as it is baffling.,2020-01-08T07:33:00,Pakistan,1
512,Europe warns Turkey over intervention in Libya,"The foreign ministers of Britain, France, Germany and Italy call for an end to  â€œcontinuing outside interferenceâ€.",2020-01-08T08:53:00,Newspaper,1
513,Court decides to indict Zardari in Park Lane case,"Court adjourns further hearing till Jan 22, directs prosecution to ensure the presence of all accused.",2020-01-08T08:08:00,Pakistan,1
514,UAE royals allowed to hunt rare houbara bustard,"Hunters' list includes the UAE president, his brothers and another member of the royal family, sources say.",2020-01-08T08:16:00,Pakistan,1
515,Fakhruddin G. Ebrahim: Fearlessness and honesty personified,"With Fakhru Bhai passing away, Pakistan has lost its proverbial trusted compass.",2020-01-08T10:38:00,Pakistan,1
516,"Force should not be used to send Afghans back home, says Senate panel",Committee also seeks details of Afghan refugee camps in Pakistan.,2020-01-08T08:35:00,Pakistan,1
517,Supreme Court judge questions NABâ€™s arrest-first policy,Wonders why anti-graft watchdog looks for evidence to complete a reference after sending the suspects to jail.,2020-01-08T07:17:00,Newspaper,1
518,"Four killed in rain-related incidents in Peshawar, Kohat","Upper parts of Hazara, Malakand receive heavy snowfall.",2020-01-08T09:43:00,Pakistan,1
519,KP speaker ignores call for BRT forensic audit by assembly panel,Orders inquiry against KMU VC over dual nationality.,2020-01-08T09:37:00,Pakistan,1
520,PM approves Rs7bn Utility Stores relief package,"Package includes lowering the prices of essential edible items such as flour, cooking oil, rice and pulses.",2020-01-08T07:41:00,Pakistan,1
521,PTI lawmakers slam non-provision of uplift funds,"""Development funds should be provided to district authorities directly,"" says Fawad Chaudhry.",2020-01-08T07:49:00,Pakistan,1
522,NA body wants regulatory body for testing services,MNA from Upper Dir tells committee that NTS had to cancel the teacher recruitment test twice in his area due to leaks.,2020-01-08T09:40:00,Pakistan,1
523,Prices of 89 medicines reduced by 15pc,"Field teams directed to check prices and take action in case of non-compliance, says Drap official.",2020-01-08T09:37:00,Pakistan,1
524,Snow brings more tourists and problems for rural residents in Murree,"Thousands of vehicles have entered the city, but there is only parking for a few hundred of them.",2020-01-08T09:33:00,Pakistan,1
525,BZU teacher dismissed on charges of harassing female student,"The proceedings were initiated under the Punjab Employees Efficiency, Discipline and Accountability Act of 2016.",2020-01-08T15:40:00,Pakistan,1
526,LDA to outsource buildings inspection after ranking low in World Bank report,The govt also plans to improve other functions such as provision of electricity connections.,2020-01-08T09:27:00,Pakistan,1
527,Verdict reserved in graft case against ex-PSM chief,The verdict is likely to be pronounced on January 28.,2020-01-08T08:54:00,Pakistan,1
528,Sindh cabinet okays plan to involve private sector in revegetating wetlands,"CM says the govt allowed trophy hunting not to generate revenue but to manage, conserve and protect wildlife.",2020-01-08T08:52:00,Pakistan,1
529,Another 500 â€˜non-compliantâ€™ NGOs in Karachi dissolved to meet FATF condition,"The Sindh govt is currently carrying out scrutiny of over 1,200 NGOs across the province.",2020-01-08T08:50:00,Pakistan,1
530,Cold wave likely to persist in Karachi for three days,Overcast conditions will prevail throughout the day with chances of drizzle in the second half of the day.,2020-01-08T08:48:00,Pakistan,1
531,Major govt hospitals in Sindh running without medicines,Sources say delayed procurement process of medicines is to blame.,2020-01-08T09:02:00,Pakistan,1
532,"Russia, Australia, Serbia, Britain make ATP Cup quarters",Australia will play against Britain for a spot in the final four.,2020-01-08T09:55:00,Newspaper,1
533,Saini and company lead India to facile T20 win over SL,The third match is on Friday in Pune.,2020-01-08T09:51:00,Newspaper,1
534,â€˜Decision on Bangladeshâ€™s Test tour of Pakistan likely this weekâ€™,Ehsan Mani calls his BCB counterpart to discuss the prospects of the upcoming Test series.,2020-01-08T09:57:00,Newspaper,1
535,Stokes-inspired England break SAâ€™s resistance to level series,The series is levelled 1-1 with two matches remaining.,2020-01-08T09:58:00,Newspaper,1
536,13pc decrease in terrorist attacks observed in 2019: think tank,Annual security review stresses deradicalisation of members of religious outfits.,2020-01-08T13:50:00,Pakistan,1
537,Pullout rumours persist as US calls Iraq letter â€˜mistakeâ€™,"""Unsigned letter was shared with the Iraqi military for coordination purposes,"" says Gen Mark Milley.",2020-01-08T08:32:00,Newspaper,1
538,"Senate panel okays changes in laws on money laundering, forex",Proposed laws have been envisaged to address legal deficiencies pointed out by the FATF.,2020-02-21T17:11:00,Newspaper,1
539,"'We slapped Americans on the face,' says Iran Supreme Leader after strikes on US bases in Iraq",Iran launched missile attacks on US-led forces in Iraq early on Wednesday in retaliation for Soleimani's killing.,2020-01-08T18:40:00,World,1
540,"Father of four commits suicide in Karachi due to â€˜joblessness, povertyâ€™",The resident of Ibrahim Hyderi self-immolated on Wednesday night.,2020-01-09T22:37:00,Pakistan,1
541,Police violently end student protest in central New Delhi,Protesters demanded the resignation of a university official following an attack at their school by masked assailants.,2020-01-09T21:52:00,World,1
542,"PM Imran to visit Malaysia next month, FM Qureshi tells NA body","India's introduction of measures such as CAA is part of the ""Hindu Rashtra plan and mindset"", minister tells committee.",2020-01-09T23:39:00,Pakistan,1
543,Dozens killed by heavy rain in Angola,Spell comes on the heels of a severe regional drought caused by years of erratic rainfall and record-high temperatures.,2020-01-09T21:14:00,World,1
544,"Trump, US lawmakers battle over war powers amid Iran tensions",The largely symbolic resolution is sure to trigger a debate about presidential war powers.,2020-01-09T21:05:00,World,1
545,Twitter to offer users control over who can reply to tweets,"â€œWe'll be experimenting with different options for who can reply to Tweets in early 2020,â€ the company tweeted.",2020-01-09T21:23:00,Tech,1
546,Buttler fined for angry Philander outburst,The wicketkeeper was heard on the stump mic using an obscenity towards South African all-rounder Philander.,2020-01-09T20:29:00,Sport,1
547,How Big Tech is helping transform cars into smartphones,"After autonomous cars, now time for cars to be an office or a roadside cinema.",2020-01-09T20:18:00,Tech,1
548,ATC summons Hafiz Saeed for closing statements in two terror financing cases,Saeed has been summoned to appear before the court on Friday.,2020-01-10T08:59:00,,1
549,Infant dies as incubator catches fire in Karachi children's hospital,Police say initial probe suggests a short-circuit was likely the cause of the fire.,2020-01-09T19:32:00,Pakistan,1
550,"McConnell, Pelosi stand firm as impeachment remains frozen",What started as a seemingly minor delay over procedures is now a high-stakes showdown between two skilled leaders.,2020-01-09T18:47:00,World,1
551,"Stocks gain 1,166 points as US-Iran war clouds dissipate","""Trump's off-ramp or conciliatory tone to some extent"" helped created a positive sentiment in the market: analyst.",2020-01-09T20:17:00,Business,1
552,AFP Fact Check: Is footage 'showing' General Qasem Soleimani's killing real or fake?,"The video Twitter and Facebook users claim shows Soleimani's killing ""in Iran"" is from a 2015 video game preview.",2020-01-09T17:55:00,World,1
553,"Iran says Ukrainian plane was on fire, tried to turn back","No immediate explanation offered by Iranian authorities, Ukraine lists missile strike as a possible theory.",2020-01-09T17:46:00,World,1
554,Serena Williams drops set before reaching Auckland quarters,"""After losing that first set I'm just glad to be still in the event.""",2020-01-09T17:41:00,Sport,1
555,US says ready to hold negotiations with Iran 'without preconditions',Washington justifies killing of Iranian general Qasem Soleimani as an action of self-defence.,2020-01-09T17:19:00,World,1
556,Canadian solo traveller Rosie Gabrielle converts to Islam after spending time in Pakistan,"""The universe brought me to Pakistan to show me the way,"" she wrote on Instagram.",2020-01-09T17:56:00,Pakistan,1
557,How America's Gulf allies reacted to Soleimani's killing in US airstrike,"As the region braces for what comes next, Saudi Arabia and the UAE are calling for de-escalation.",2020-01-09T17:05:00,World,1
558,Twitter has termed Prince Harry and Meghan stepping back from the royal family as #Megxit,"Genius! Also, can we agree that this is going to make an excellent episode of The Crown in the future?",2020-01-09T16:15:00,Pakistan,1
559,Armeena Khan gets real about overcoming her eating disorder,"""Iâ€™m sharing this story not as a victim but as a victor,"" revealed the actor.",2020-01-09T15:31:00,Pakistan,1
560,Council of Islamic Ideology terms certain sections of NAB law 'un-Islamic',"""NAB law is not compatible with Islamic laws on crime and punishment,"" says council chairman Dr Qibla Ayaz.",2020-01-09T22:01:00,Pakistan,1
561,Six new cases of wild polio virus detected across country bringing 2019 tally to 134,"Cases detected in Dera Ghazi Khan, Lakki Marwat, Dera Ismail Khan, Jamshoro and Kambar.",2020-01-09T14:59:00,Pakistan,1
562,"Airlines face higher fuel bills as they avoid Iran, Iraq amid tensions",Data shows carriers are largely redirecting flights over parts of Saudi Arabia and Egypt.,2020-01-09T14:45:00,Business,1
563,"Detention of missing persons' advocate against the law, rules Lahore High Court",Court directs authorities to set advocate Inamur Rahim free.,2020-01-09T15:58:00,Pakistan,1
564,The growing radicalisation of Hindus threatens the Indian republic and the Constitution,"Only Hindus can disprove the proposition of the Hindu nation. If they do not, we know what awaits.",2020-02-08T11:02:00,World,1
565,EU diplomats reject Indian invitation of 'guided tour' to occupied Kashmir,"European diplomats say ""will visit later and meet people they want to meet"".",2020-01-09T13:22:00,World,1
566,Tanker owners face insurance headache as Mideast war risk haunts shipping trade,Payments known as war risk premiums for tankers shuttling through the Strait of Hormuz could rise significantly.,2020-01-09T13:20:00,World,1
567,Bollywood has Deepika Padukone's back as she gets backlash for visiting JNU,The actor's visit received a mixed response with people either calling her brave or calling for a boycott of her film.,2020-01-09T13:19:00,World,1
568,'It's a good thing we are here': Dakar's women drivers aim to help Saudi sisters,Participants of Dakar Rally believe their presence in the ultra-conservative kingdom can help the cause of Saudi women.,2020-01-09T13:02:00,World,1
569,Oscars are going hostless again this year,Nominations will be announced on Monday.,2020-01-09T12:52:00,World,1
570,US knew about Iran missiles well before attacks: report,"Early warning came from intelligence sources and communications in Iraq, says report published by Washington Post.",2020-01-09T17:46:00,World,1
571,Justin Bieber reveals he's been battling Lyme disease,"On Instagram, Bieber noted that people had recently criticised his appearance and suggested he was using drugs.",2020-01-09T11:51:00,World,1
572,Big fat Indian wedding goes on a diet as slowdown bites,Phenomenon symptomatic of a sharp slowdown in the world's fifth largest economy.,2020-01-09T17:05:00,World,1
573,"Iraq set for conflict, even if US and Iran de-escalate","""Iraq will remain a zone of conflict,"" says Randa Slim of the Washington based Middle East Institute.",2020-01-09T14:55:00,World,1
574,"Every desi celebrity has a signature Instagram pose, and we've cracked the code",Now you too can pose like Hania Aamir and Sajal Aly.,2020-01-09T11:20:00,Pakistan,1
575,"Asian stocks, oil prices rebound as Iran anxiety eases",Benchmark US crude gains 52 cents to $60.12 per barrel in electronic trading on the New York Mercantile Exchange,2020-01-09T10:53:00,World,1
576,US lawmakers to vote on restraining Trump's actions against Iran,Nancy Pelosi says Trump's report to Congress about the strike and the briefings had not addressed members' concerns.,2020-01-09T11:20:00,World,1
577,No casualties after two rockets fall inside Baghdad's Green Zone: Iraq military,There has been no immediate claim of responsibility.,2020-01-09T14:53:00,World,1
578,"Editorial: The UN is supposed to be a democratic institution, not a glorified talk shop","If Americaâ€™s adversaries are not allowed to attend UN sessions, then the democratic spirit of the body is violated.",2020-01-09T07:43:00,World,1
579,"Buzdar seeks climate change policy, report on environmental issues",Environmental experts and heads of different departments present their proposals at a meeting.,2020-01-09T08:51:00,Pakistan,1
580,Every claim the govt is making of economic success disintegrates when examined closely,The real story begins when you start adding up the numbers to see how much of an improvement there really is.,2020-01-09T07:32:00,Pakistan,1
581,"Burned tigers, rescued kangaroos: Australia bushfire disinformation",Social media is packed with powerful images of Australiaâ€™s bushfires â€” but many are fake.,2020-01-16T13:06:00,Newspaper,1
582,Stowaway child found dead in plane at Paris airport,"The child, aged around 10, had clambered into the underbelly of the Air France Boeing 777 in Abidjan, Ivory Coast.",2020-01-09T12:30:00,Newspaper,1
583,"Indonesia deploys fighter jets, warships to disputed waters in China spat","""I have said many times Natuna is our sovereign territory,"" says Indonesian president.",2020-01-09T11:10:00,Newspaper,1
584,Turkey and Russia unite to urge Libya ceasefire,"Last week, Turkey sent its first troops to help defend the UN-backed Tripoli government.",2020-01-09T08:12:00,Newspaper,1
585,Four killed in car bombing near Somali parliament,Al Shabaab claims the attack.,2020-01-09T08:11:00,Newspaper,1
586,Maryamâ€™s plea for removal of name from ECL fixed for hearing,The bench comprising Justice Muhammad Tariq Abbasi and Chaudhry Mushtaq Ahmad will take up the petition on Jan 15.,2020-01-09T08:45:00,Pakistan,1
587,Punjab may face AIDS â€˜epidemicâ€™ on failing to procure test kits,Report states province tops with most number of HIV/AIDS cases in country.,2020-01-09T08:49:00,Pakistan,1
588,IHC reserves judgement on PMDC dissolution through ordinance,IHC Justice Mohsin Akhtar Kayani reserved the decision after additional attorney general concludes arguments.,2020-01-09T09:08:00,Pakistan,1
589,CM inaugurates work on Rs1.6bn road project in Khyber,Says the provincial government is focusing on developing Peshawar.,2020-01-09T09:07:00,Pakistan,1
590,KP hopes to bring down polio cases to single digit by June,Official says breakthrough has been made as cleric issues edict calling upon parents to ensure the safety of their kids.,2020-01-09T08:59:00,Pakistan,1
591,"KP lawyers begin indefinite strike against changes to civil, drug laws",KP Bar Council says those who fail to boycott courts will face strict action.,2020-01-09T09:03:00,Pakistan,1
592,Suspected shooter in Saddar attack affiliated with Jamaatul Ahrar: police,"FIR registered under 7ATA over shootout between suspect, Dolphin Force personnel in Rawalpindi.",2020-01-09T09:09:00,Pakistan,1
593,Mining firms halt process of handing over compensation cheques to Thar villagers,Officials from mining firms confirm they have been stopped by the govt from going ahead with the compensation process.,2020-01-09T08:44:00,Pakistan,1
594,54 freshwater turtles rescued in Larkana,The population of freshwater turtles in Sindh and Punjab has dropped by 80pc in recent years due their illegal trade.,2020-01-09T08:39:00,Pakistan,1
595,"Karachi students come out in support of JNU fellows, teachers",Students urge Pakistan and India to improve bilateral ties.,2020-01-09T08:34:00,Pakistan,1
596,"Sindh govt will never purchase imported gas, Murad tells PA","The constitutional right of the people on natural gas being produced in Sindh should not be violated, says the CM.",2020-01-09T08:30:00,Pakistan,1
597,The drones of war,"Never in our history has our country needed strong, commanding leadership as today.",2020-01-09T07:26:00,Newspaper,1
598,"Argentina, Nadal-led Spain reach ATP Cup last eight","Novak Djokovicâ€™s Serbia take on Canada on Friday, while Spain are pitted against Belgium.",2020-01-09T09:31:00,Newspaper,1
599,Martic first big name to fall in Auckland,Serena Williams and Caroline Wozniacki play together for the first time in their careers.,2020-01-09T09:25:00,Newspaper,1
600,International Olympic Committee to discuss Russian athletes after CAS decision,No date has yet been set for a Court of Arbitration for Sport ruling on Russia.,2020-01-09T09:32:00,Newspaper,1
601,Lewis left stranded on 99 as WI ease to ODI win,"After dismissing Ireland for just 180, the West Indies reach their target with 100 balls to spare.",2020-01-09T09:36:00,Newspaper,1
602,"Miandad, Intikhab express reservations over ICCâ€™s plan of  four-day Tests",Former captains say the ICC should explain the reasons that have forced them to consider such a decision.,2020-01-09T09:20:00,Newspaper,1
603,Players unlikely to embrace four-day Tests: FICA,The International Cricket Council (ICC) is set to discuss the idea of trimming the current five-day Tests by a day.,2020-01-09T09:28:00,Newspaper,1
604,Stocks tumble 547 points on geopolitical noise,Investors heave a sigh of relief as the Senate passes bills concerning the tenure of services chiefs.,2020-01-09T08:12:00,Newspaper,1
605,World Bank revises Pakistan's growth projections downward,Adds that macroeconomic adjustment in the country is expected to continue.,2020-01-09T12:10:00,Newspaper,1
606,EU-UK deal unlikely by year end,Head of the European Commission say both sides must pick their priorities.,2020-01-09T08:17:00,Newspaper,1
607,Fresh roadblock for Tapi as Pakistan seeks gas price cut,India is also reported to have separately written to the Turkmen authorities for a price reduction.,2020-01-09T07:58:00,Newspaper,1
608,"Opposition, govt agree to legislate on NAB powers","Fawad Chaudhry says it is a ""good sign"" that they are sitting together to resolve pending issues.",2020-01-09T09:12:00,Pakistan,1
609,16 private bills introduced in National Assembly,"PTIâ€™s Fakhar Imam chairs the sitting in absence of speaker, deputy speaker.",2020-01-09T07:52:00,Pakistan,1
610,NAB recovers Rs2.2bn in some Modaraba references,Several cases are still pending in different accountability courts.,2020-01-09T07:45:00,Pakistan,1
611,Sea Guardians drill expected to boost security cooperation with China,Commodore Nawaz says Pakistan is a responsible state cognisant of its role and significance.,2020-01-09T07:50:00,Pakistan,1
612,SC concerned over delay in completion of NAB cases,Bureau asked to furnish a report highlighting reasons behind the delay in trials.,2020-01-09T07:42:00,Pakistan,1
613,"Pakistan now has to import food, regrets minister","""Being an agriculture country there is a need to improve the performance of the farm sector,"" says Khusro Bakhtiar.",2020-01-09T09:17:00,Newspaper,1
614,LHC takes up Musharrafâ€™s pleas today,A special court of Islamabad handed down the death penalty to Gen Musharraf with a two to one majority.,2020-01-09T07:32:00,Pakistan,1
615,Modi cancels Assam visit as protests continue,"According to reports, Modi was advised not to visit the state.",2020-01-09T17:56:00,Newspaper,1
616,Wording of services chiefs bills sparks controversy,"Minister, PPP leader say word â€˜mayâ€™ is always considered â€˜shallâ€™ in constitutional documents.",2020-01-09T10:13:00,Newspaper,1
617,Gas shortfall set to almost double next year,"Cabinet panel informed that due to lack of exploration during the past 10 years, gas production has declined by 7pc.",2020-01-09T07:26:00,Newspaper,1
618,BISP takes action against officers who got govt help meant for poor,"According to official data, the highest number of government officials receiving the BISP assistance was from Sindh.",2020-01-09T07:59:00,Pakistan,1
619,UK royals Harry and Meghan to 'step back' from senior roles in surprise move,"â€œThese are complicated issues that will take time to work through,â€ says Buckingham Palace.",2020-01-09T13:41:00,World,1
620,"US announces new sanctions against top Iran officials, metals industry","â€œAs a result of these actions, we will cut off billions of dollars of support to the Iranian regime,â€ says US Treasury.",2020-01-10T22:54:00,World,1
621,Future of mobility: some wild rides seen ahead at tech show,"With bold and striking designs, the new transportation gadgetry suggests a wild ride ahead.",2020-01-10T21:52:00,Tech,1
622,Child assailant dead after killing a teacher in Mexico school shooting,Authorities are still investigating but believe the student was between eight and 10 years old.,2020-01-10T21:04:00,World,1
623,Australia urges quarter of a million to flee as winds fan huge bushfires,"Authorities say next few hours could be ""very, very challenging"".",2020-01-16T13:05:00,World,1
624,"Blast inside Quetta mosque claims 15 lives, injures 19",DIG confirms the deceased include DSP Amanullah; police say the incident was a suicide bombing.,2020-01-10T23:22:00,Pakistan,1
625,Morocco activist jailed for 2 years for Facebook post,"Abdelali Bahmad has been sentenced for ""insulting the national flag and the symbol of the state"".",2020-01-10T18:44:00,World,1
626,3 children crushed to death in Sindh's Nagarparkar as school wall falls on them,The children were playing near the wall when it collapsed.,2020-01-10T17:59:00,Pakistan,1
627,Leonardo DiCaprio is donating $3 million to help Australia wildfire efforts,"The actor joins the likes of Chris Hemsworth, Nicole Kidman and Metallica who have previously donated to the cause.",2020-01-11T12:04:00,World,1
628,"'Pakistan is one of the safest places at the moment,' Chris Gayle says in Bangladesh","""They say you get presidential security so you're in good hands,"" says the West Indian cricketer.",2020-01-10T16:59:00,Sport,1
629,"Fearing nuclear proliferation, Europe scrambles to calm Iran tensions","In a rare emergency meeting, EU foreign ministers will look for ways to guide the US and Iran away from open conflict.",2020-01-10T22:49:00,World,1
630,Madame Tussauds removes wax figures of Prince Harry and Meghan from its Royal Family set,"The wax figures created ahead of the Royal wedding last year, cost roughly Â£150,000 ($195,000) to make.",2020-01-11T12:04:00,World,1
631,'Making Pakistan a welfare state': PM Imran inaugurates Azakhel dry port in Nowshera,"The Rs510 million Azakhel dry port project will promote business, trade in Khyber Pakhtunkhwa, says railways minister.",2020-01-10T16:28:00,Pakistan,1
632,Pakistan to witness first lunar eclipse of 2020 tonight,"The eclipse will start at 10:07pm, take full form at 12:07am and end at 2.12am.",2020-01-10T23:32:00,Pakistan,1
633,"For some reason, Ahmed Ali Butt has an opinion about Megxit","Meghan Markle and Prince Harry announced that the two will be ""stepping back"" as senior members of the royal family.",2020-01-11T12:03:00,Pakistan,1
634,"Pakistan, Russia agree to launch joint efforts to restore peace in region","FM Qureshi discusses escalation of tension in the Middle East and the regional situation with Iranian envoy, Iraqi FM.",2020-01-10T18:53:00,World,1
635,"Unidentified planes target Iran-backed Iraqi militiamen in Syria, killing 8",The Syrian Observatory for Human Rights says planes targeted positions belonging to pro-Iran militias.,2020-01-10T16:05:00,World,1
636,"No record of cabinet's approval over filing of treason case against Musharraf, LHC told","""This was history's most important matter; can the cabinet discuss it without it being an agenda item?"" asks bench.",2020-01-13T10:33:00,Pakistan,1
637,Cricket legend Shane Warne's cap raises nearly Aus$1m for bushfire relief efforts,The cap is awarded to Australian players when they make their Test debut and is worn as a badge of pride.,2020-01-10T13:55:00,World,1
638,14 eateries not to be missed at Karachi Eat 2020,And everything else you need to know about your favourite food fest.,2020-01-11T14:23:00,Pakistan,1
639,NA approves Zainab Alert Bill two years after uproar over Kasur killings,"Under the bill, the maximum sentence handed down to perpetrators of child sexual abuse will be life imprisonment.",2020-03-05T00:34:00,,1
640,Pakistan asks UN to 'act decisively' to prevent a 'disastrous war' with India,"Ambassador Munir Akram says signals from India of ""aggressive intent"" towards Pakistan are ""unmistakable"".",2020-01-10T22:32:00,World,1
641,Tear gas and water cannons: Hong Kong students brave the front lines to livestream protests,Around 100 student reporters now routinely cover the ongoing protests in Hong Kong.,2020-01-10T12:32:00,World,1
642,Malala's biopic gets its first trailer,The Bollywood film titled Gul Makai will release on January 31.,2020-01-10T11:55:00,World,1
643,Hell and ice water: Glacier melt threatens Pakistan's future,Ice and debris are pushing down on valleys in the Karakoram mountain range at ten times the normal rate.,2020-01-10T14:20:00,Pakistan,1
644,"Iran says reports it shot down Ukraine airliner â€˜liesâ€™, part of US â€˜psychologicalâ€™ warfare","US, France and Canada confirm their representatives will fly to Tehran to be part of the crash investigation.",2020-01-10T18:18:00,World,1
645,"Tayyaba torture case: Supreme Court sets aside increased sentence of former judge, wife",The apex court maintains earlier one-year prison sentence against the couple for torturing a minor maid.,2020-01-10T11:39:00,Pakistan,1
646,India's Supreme Court terms internet shutdown in occupied Kashmir 'unconstitutional',Orders government to review all restrictive orders within a week.,2020-01-10T12:50:00,World,1
647,Evolving the digital newsroom,Are digital newsrooms in Pakistan stagnating from a lack of innovative approaches?,2020-01-10T10:42:00,,1
648,House votes to rein in Trump's war powers as US-Iran tensions stay high,"The measure now goes to the Senate, controlled by Trump's Republican Party, and faces an uphill battle.",2020-01-10T10:32:00,World,1
649,Modern Family will come to an end in April,The sitcom is bidding farewell this year after 11 seasons.,2020-01-10T10:00:00,World,1
650,"Special court in Musharraf case lacked cabinet approval, LHC told","""There was no approval from the federal cabinet for filing of complaint and formation of special trial court.""",2020-01-10T09:08:00,,1
651,Maraheb's winter menu will satisfy all your seafood cravings,Here are our top five picks from the restaurant's seasonal menu.,2020-01-10T09:00:00,Pakistan,1
652,Nato backs Western leaders' allegation that Iranians shot down Ukrainian airliner,"â€œIt is important we establish all facts ... I call on Iran to contribute to an investigation,â€ says Nato chief.",2020-01-10T21:11:00,World,1
